"Reviews","Size","Price","Last.Updated","Minimum.Android.Version","install","Content"
0.00124833979346407,0.0570823759233126,0.216838128652944,0.849779926291618,0.146677382051692,0.000245032134255679,8.20299753671308e-07
0.000368477355425184,0.00846676438088118,2.52219634960574e-05,0.411457426078374,0.150481269531747,0.000424672450067411,0.000325684665250431
0.00671772376373499,0.0202527616371812,3.12553168161106e-15,0.0910089755643729,0.406457320153078,0.00210873061534175,0.796848678357219
0.00767656267195933,0.028015946353201,0.161935697198714,0.0463403576656007,0.453730817007489,0.00279743251814515,0.312788034567336
0.0036159842033212,0.0221625590220001,0.715606192813486,0.0687541514374581,0.411016411620544,0.000181040124742342,2.6908856791949e-17
0.00424194650292133,0.0193509530660024,0.0484672915268349,0.519163204537246,0.411815531134407,0.00105988880056,0.0188425947309304
0.00139758723730842,0.0148190085556589,1.97252489444718e-06,0.302725614576465,0.431659907146443,0.000647895624961139,3.10274222190792e-12
0.00511985631505876,0.0230825759481968,4.05449899008389e-07,0.0860083834965319,0.423776555501713,0.00213989871456857,0.128095404065289
0.0095441613485547,0.0292346473305668,1.09176963936195e-07,0.0322107351660223,0.457268824179604,0.00364025286505735,0.333333390701455
0.00707304729366521,0.0293625413834743,0.198321558583878,0.0506298121936719,0.457318532835009,0.00244034032610358,0.165159382946711
0.00340161843021932,0.0192596965728819,0.0113178751731266,0.16840825042749,0.431199756256465,0.00160514230403431,3.45836828590582e-72
0.00128545815868396,0.0264100175583519,2.25707081984532e-11,0.118285093578182,0.14488099326868,0.000399237922514647,9.72593845073263e-103
0.00485727952837569,0.0207787660385348,1.86709845785085e-05,0.0535403064659727,0.426206215986695,0.00218602473663702,0.0499462707519609
0.011078814881158,0.027229843907352,0.0378095512229185,0.0377963313981266,0.448738039715644,0.00379021574743967,0.139809779102117
0.00116179406718963,0.0262649296562729,0.323208790737909,0.066114076430179,0.459728018141841,0.000135040817735372,1.78038625829563e-60
0.00134828230946807,0.0220257379478643,4.40551896318877e-12,0.107539103112918,0.578465038555213,0.000282375420220819,9.64325174634829e-64
0.030408575982886,0.0284313953077818,4.19042611425646e-14,0.0528406520031296,0.440709536044538,0.0108509436807358,3.33186070159679e-122
0.00154326168035717,0.0176435820943379,0.00220556427932665,0.0922319505182523,0.429417719420425,0.000456619483071491,4.46528956912856e-197
0.00127024818411882,0.0118389046658966,0.00376682453462228,0.0406665529540611,0.428870141677755,0.000766565254159773,2.93288817876142e-194
0.103852404714488,0.0210413017073147,2.25254013006018e-07,0.0159313000216233,0.438751960707691,0.0262988599292277,1.21994040204993e-146
0.00385702989185053,0.0299988760776917,2.36587494700897e-74,0.0215058667582866,0.592497942171976,0.00150489738174924,1.15818827735885e-88
0.00383730267234677,0.0776383496335711,0.00223716109660291,0.0228373571119977,0.428571429444042,0.00218903869526399,3.84253608194253e-105
0.00392344130378659,0.01845964129357,0.00123272748719497,0.0126132786258442,0.43189963617676,0.00164361978007322,3.9085685498594e-186
0.00475255475203125,0.482490482188852,0.00183844039947315,0.151333492257701,0.428572272513422,0.00121719755434736,2.15862962994651e-141
0.417522852180472,0.0537018956876382,3.30569361111726e-51,0.0119399205099521,0.484599709162047,0.40412771815438,3.00565701350032e-121
